id;s;s_id;t;t_id;design;offdesign;design_path;local_design;local_offdesign;m;m_unit;m_unit_set;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p_unit_set;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h_unit_set;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T_unit_set;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x_unit_set;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v_unit_set;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;Td_bp;Td_bp_unit;Td_bp_unit_set;Td_bp0;Td_bp_set;Td_bp_ref;Td_bp_ref_f;Td_bp_ref_d;Td_bp_ref_set;state;state_set;NH3;NH30;NH3_set;air;air0;air_set;water;water0;water_set;balance
0x0000027F94984BC8;coolant cycle closer;out1;condenser;in1;[];[];nan;False;False;74.6277504817877;kg / s;False;74.6277504817877;False;nan;nan;nan;False;56.64316912031982;bar;False;56.64316912031982;False;nan;nan;nan;False;1834.2214645263969;kJ / kg;False;1834.2214645263969;False;nan;nan;nan;False;149.90424936760013;C;False;149.90424936760013;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;2.2402762663650115;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;0;0;True;0;0;True;False
0x0000027F948C8508;consumer back flow;out1;district heating pump;in1;[];[];nan;False;False;447.6334703058347;kg / s;False;447.6334703058347;False;nan;nan;nan;False;10.0;bar;False;10.0;True;nan;nan;nan;False;210.19336370501006;kJ / kg;False;210.19336370501006;False;nan;nan;nan;False;50.00000000001535;C;False;50.00000000001535;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.45287464662382226;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;True;0;0;True;1;1;True;False
0x0000027F948C83C8;district heating pump;out1;condenser;in2;[];[];nan;False;False;447.6334703058347;kg / s;False;447.6334703058347;False;nan;nan;nan;False;10.20304050607081;bar;False;10.20304050607081;False;nan;nan;nan;False;210.2190408235795;kJ / kg;False;210.2190408235795;False;nan;nan;nan;False;50.001955701697796;C;False;50.001955701697796;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.45287100009761333;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x0000027F921D4448;condenser;out2;consumer;in1;[];[];nan;False;False;447.6334703058347;kg / s;False;447.6334703058347;False;nan;nan;nan;False;10.1010101010101;bar;False;10.1010101010101;False;nan;nan;nan;False;377.76683377292727;kJ / kg;False;377.76683377292727;False;nan;nan;nan;False;90.00000000000165;C;False;90.00000000000165;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.4635205459890646;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x0000027F921D4148;consumer;out1;consumer feed flow;in1;[];[];nan;False;False;447.6334703058347;kg / s;False;447.6334703058347;False;nan;nan;nan;False;10.0;bar;False;10.0;False;0x0000027F948C8508;1.0;0.0;True;210.19336370501006;kJ / kg;False;210.19336370501006;False;0x0000027F948C8508;1.0;0.0;True;50.00000000001535;C;False;50.00000000001535;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.45287464662382226;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x0000027F94971E08;condenser;out1;valve;in1;[];[];nan;False;False;74.6277504817877;kg / s;False;74.6277504817877;False;nan;nan;nan;False;56.07673742911662;bar;False;56.07673742911662;False;nan;nan;nan;False;829.2333801233551;kJ / kg;False;829.2333801233551;False;nan;nan;nan;False;94.50022719393888;C;False;94.50022719393888;False;nan;nan;nan;False;4.193884007504536e-16;-;False;nan;False;nan;nan;nan;False;0.15828704912206726;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x0000027F920136C8;valve;out1;drum;in1;[];[];nan;False;False;74.6277504817877;kg / s;False;74.6277504817877;False;nan;nan;nan;False;4.135389732276653;bar;False;4.135389732276653;False;nan;nan;nan;False;829.2333801233551;kJ / kg;False;829.2333801233551;False;nan;nan;nan;False;-1.0011825768984863;C;False;-1.0011825768984863;False;nan;nan;nan;False;0.38767120943007566;-;False;nan;False;nan;nan;nan;False;8.744945138200004;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x0000027F922DD7C8;drum;out1;evaporator reciculation pump;in1;[];[];nan;False;False;93.28468810223463;kg / s;False;93.28468810223463;False;nan;nan;nan;False;4.135389732276653;bar;False;4.135389732276653;False;nan;nan;nan;False;338.52521667289597;kJ / kg;False;338.52521667289597;False;nan;nan;nan;False;-1.0011825768984863;C;False;-1.0011825768984863;False;nan;nan;nan;False;1.307919018936359e-15;-;False;nan;False;nan;nan;nan;False;0.14577061304544853;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x0000027F922DD488;evaporator reciculation pump;out1;evaporator;in2;[];[];nan;False;False;93.28468810223463;kg / s;False;93.28468810223463;False;0x0000027F920136C8;1.25;0.0;True;4.1771613457339924;bar;False;4.1771613457339924;False;nan;nan;nan;False;338.53337592365455;kJ / kg;False;338.53337592365455;False;nan;nan;nan;False;-0.9999999999999432;C;False;-0.9999999999999432;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.14577032161432435;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x0000027F94918208;evaporator;out2;drum;in2;[];[];nan;False;False;93.28468810223463;kg / s;False;93.28468810223463;False;nan;nan;nan;False;4.135389732276653;bar;False;4.135389732276653;False;nan;nan;nan;False;958.5861939946717;kJ / kg;False;958.5861939946717;False;nan;nan;nan;False;-1.0011825768984863;C;False;-1.0011825768984863;False;nan;nan;nan;False;0.48986303245594076;-;False;nan;False;nan;nan;nan;False;13.774262791487509;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x0000027F94918F08;drum;out2;superheater;in2;[];[];nan;False;False;74.6277504817877;kg / s;False;74.6277504817877;False;nan;nan;nan;False;4.135389732276653;bar;False;4.135389732276653;False;nan;nan;nan;False;1604.3096017755747;kJ / kg;False;1604.3096017755747;False;nan;nan;nan;False;-1.0011825768984863;C;False;-1.0011825768984863;False;nan;nan;nan;False;1.0;-;False;nan;False;nan;nan;nan;False;22.373437316642068;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x0000027F921B5E08;ambient air;out1;pump;in1;[];['v'];nan;False;False;5587.26030070514;kg / s;False;5587.26030070514;False;nan;nan;nan;False;1.0;bar;False;1.0;True;nan;nan;nan;False;33.723857287123366;kJ / kg;False;33.723857287123366;False;nan;nan;nan;False;8.000000000005912;C;False;8.000000000005912;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;5.588096414825603;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;True;0;0;True;1;1;True;False
0x0000027F922F0508;pump;out1;splitter;in1;[];[];nan;False;False;5587.26030070514;kg / s;False;5587.26030070514;False;nan;nan;nan;False;1.0412328196584757;bar;False;1.0412328196584757;False;nan;nan;nan;False;33.729355813765586;kJ / kg;False;33.729355813765586;False;nan;nan;nan;False;8.000344076279987;C;False;8.000344076279987;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;5.588085398646912;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x0000027F9484D608;splitter;out1;superheater;in1;[];['v'];nan;False;False;3522.428083710627;kg / s;False;3522.428083710627;False;nan;nan;nan;False;1.0412328196584757;bar;False;1.0412328196584757;False;nan;nan;nan;False;33.729355813765586;kJ / kg;False;33.729355813765586;False;nan;nan;nan;False;8.000344076279987;C;False;8.000344076279987;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;3.5229482578219966;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x0000027F9484D2C8;superheater;out1;evaporator;in1;[];[];nan;False;False;3522.428083710627;kg / s;False;3522.428083710627;False;nan;nan;nan;False;1.0204081632653061;bar;False;1.0204081632653061;False;nan;nan;nan;False;33.33328409822926;kJ / kg;False;33.33328409822926;False;nan;nan;nan;False;7.906500870633522;C;False;7.906500870633522;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;3.5229320532692254;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x0000027F921AED48;evaporator;out1;sink ambient 1;in1;['T'];[];nan;False;False;3522.428083710627;kg / s;False;3522.428083710627;False;nan;nan;nan;False;1.0;bar;False;1.0;True;nan;nan;nan;False;16.912385682118902;kJ / kg;False;16.912385682118902;False;nan;nan;nan;False;3.999999999962199;C;False;3.999999999962199;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;3.522518917013789;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x0000027F94918548;superheater;out2;compressor 1;in1;[];[];nan;False;False;74.6277504817877;kg / s;False;74.6277504817877;False;nan;nan;nan;False;4.094035834953886;bar;False;4.094035834953886;False;nan;nan;nan;False;1623.0041775193401;kJ / kg;False;1623.0041775193401;False;nan;nan;nan;False;6.00034407594444;C;False;6.00034407594444;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;23.380770239433208;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x0000027F920C8488;compressor 1;out1;intercooler;in1;[];[];nan;False;False;74.6277504817877;kg / s;False;74.6277504817877;False;nan;nan;nan;False;19.0717741145858;bar;False;19.0717741145858;False;nan;nan;nan;False;1884.4351086706308;kJ / kg;False;1884.4351086706308;False;nan;nan;nan;False;132.9157992675414;C;False;132.9157992675414;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;7.258207504784306;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x0000027F921EB748;intercooler;out1;compressor 2;in1;['Td_bp'];[];nan;False;False;74.6277504817877;kg / s;False;74.6277504817877;False;nan;nan;nan;False;18.88105637343994;bar;False;18.88105637343994;False;nan;nan;nan;False;1652.2904592454688;kJ / kg;False;1652.2904592454688;False;nan;nan;nan;False;52.1581167520111;C;False;52.1581167520111;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;5.261730166476306;m3 / s;False;nan;False;nan;nan;nan;False;5.0;C;False;5.0;True;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x0000027F94982E08;splitter;out2;intercooler;in2;[];[];nan;False;False;2064.832216994513;kg / s;False;2064.832216994513;False;nan;nan;nan;False;1.0412328196584757;bar;False;1.0412328196584757;False;nan;nan;nan;False;33.729355813765586;kJ / kg;False;33.729355813765586;False;nan;nan;nan;False;8.000344076279987;C;False;8.000344076279987;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;2.0651371408249157;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x0000027F94982A08;intercooler;out2;sink ambient 2;in1;['T'];[];nan;False;False;2064.832216994513;kg / s;False;2064.832216994513;False;nan;nan;nan;False;1.0204081632653061;bar;False;1.0204081632653061;False;nan;nan;nan;False;42.119593446826066;kJ / kg;False;42.119593446826066;False;nan;nan;nan;False;10.00000000000648;C;False;10.00000000000648;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;2.0654460421423653;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x0000027F920A6648;compressor 2;out1;coolant cycle closer;in1;[];[];nan;False;False;74.6277504817877;kg / s;False;74.6277504817877;False;nan;nan;nan;False;56.64316912031982;bar;False;56.64316912031982;False;nan;nan;nan;False;1834.2214645263969;kJ / kg;False;1834.2214645263969;False;nan;nan;nan;False;149.90424936760013;C;False;149.90424936760013;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;2.2402762663650115;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
