label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;[];[];[];[];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-159978.34131570524;False;False;11003.332131026402;True;False;14.539081381049098;False;False;4.4652302340045935;False;False;33.9652953429416;False;False;0.9899999999999993;True;False;0.993553519974184;False;False;187888050.99576488;False;False;4850715.036218127;True;False;False;False;0x00000270149F42C8;False;m;0x0000027012F87F88;False;m;-420.1245580865774;False;459.8020825685983;False;39.677524482020885;False;nan;False
