label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;mass_deviation;mass_deviation_set;mass_deviation_var;fluid_deviation;fluid_deviation_set;fluid_deviation_var
coolant cycle closer;cycle_closer;[];[];[];[];[];[];nan;False;False;2.842170943040401e-14;False;False;0.0;False;False
