label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
district heating condenser;condenser;['heat output'];[None];[-100000.00000000001];['0x000001402856D7C8'];['ttd_u', 'pr2'];['zeta2', 'kA'];cet_design_maxQ;False;True;-100000.00000000001;False;False;8534.447706115297;True;False;11.717219841694703;False;False;2.5527468246924627;False;False;32.284064949520086;False;False;0.99;True;False;0.9999999526746015;False;False;438547.8178990051;False;False;89.98573571535519;True;False;False;False;0x0000014028571E88;False;m;0x0000014028709308;False;m;-273.4460791920674;False;287.4005367499352;False;13.95445755786784;False;nan;False
condenser;condenser;['heat cond'];[None];[-73659169.68941067];['0x0000014028597DC8'];['ttd_u', 'pr2'];['zeta2', 'kA'];nan;False;False;-73659169.68941067;False;False;6845638.697939588;False;False;10.76001421336781;False;False;4.999999999992724;True;False;19.818399638667415;False;False;0.99;True;False;0.98;True;False;0.005159972343758613;False;False;8.922430511894444;False;False;False;False;0x000001402AF50148;False;m;0x000001402AF50088;False;m;-239036.75336395344;False;249238.47719950892;False;10201.723835555487;False;nan;False
