label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;S;S_set
combustion;combustion_chamber;['heat input'];[None];[272724072.1667627];['0x0000026C80522F48'];[];[];nan;False;False;2.5000000000000036;True;False;272724072.1667627;False;False;nan;False
