label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
district heating pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;41.034831865245785;False;False;0.7999999973816797;True;False;1.0203040506070808;False;False;0x0000024D5948E488;False;nan;0x0000024D5948E608;False;nan;0.024634339010501764;False
evaporator reciculation pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;2.4675937123030534;False;False;0.7999999998380781;True;False;1.01010101010101;False;False;0x0000024D5948DFC8;False;nan;0x0000024D5949C148;False;nan;0.001780693211001265;False
pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;144.70316903198844;False;False;0.7499999958857534;True;False;1.0412328196584757;False;False;0x0000024D594A2A88;False;nan;0x0000024D594A2C08;False;nan;0.12686565797430563;False
