label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;47633.942996851874;False;False;0.8500000000000018;True;False;3.872603415354761;False;False;0;False;False;0x0000024D594A2948;False;nan;0x0000024D594A4C88;False;m;18.224218914836953;False
compressor 2;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;36198.17599089399;False;False;0.9000000000000016;True;False;3.0;True;False;0;False;False;0x0000024D594A4E08;False;nan;0x0000024D5949FF08;False;m;8.61022193099718;False
