label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;S;S_set
combustion;combustion_chamber;['heat input'];[None];[446466206.10540694];['0x000002358A012348'];[];[];nan;False;False;2.4999999999999973;True;False;446466206.10540694;False;False;nan;False
