label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;dp_char;dp_char_set;dp_char_param;Sirr;Sirr_set
mp valve;valve;[];[];[];[];['pr'];[];nan;False;False;1.0;True;False;0.0;False;False;0x000001BCF811E0C8;False;m;0.0;False
