label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
feed water pump 1;pump;['power output'];[None];[509012.55069066415];['0x00000259D68F5688'];['eta_s'];['eta_s_char'];nan;False;False;509012.5506906641;False;False;0.7999999999991636;True;False;158.36830161876006;False;False;0x00000259D67AF4C8;False;m;0x00000259D6E1E048;False;nan;275.78124652034523;False
feed water pump 2;pump;['power output'];[None];[123885.41395578695];['0x00000259D68F3E08'];['eta_s'];['eta_s_char'];nan;False;False;123885.41395578695;False;False;0.8000000000013882;True;False;2380.3980766011073;False;False;0x00000259D67AF308;False;m;0x00000259D6E1E288;False;nan;80.25927696645408;False
