label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
district heating condenser;condenser;['heat output'];[None];[-75000000.00000001];['0x000001625182BBC8'];['ttd_u', 'pr2'];['zeta2', 'kA'];nan;False;False;-75000000.00000001;False;False;4136607.651265038;False;False;18.13079854867644;False;False;5.000000000000398;True;False;44.72718105917579;False;False;0.9900000000000001;True;False;0.98;True;False;0.9274494416447434;False;False;120.30220756614592;False;False;False;False;0x00000162517F3FC8;False;m;0x0000016251661788;False;m;-203721.26685552395;False;218825.93114421304;False;15104.664288689091;False;nan;False
condenser;condenser;['heat cond'];[None];[-18055871.123397917];['0x000001625182B9C8'];['ttd_u', 'pr2'];['zeta2', 'kA'];nan;False;False;-18055871.123397917;False;False;1678052.7205034753;False;False;10.76001421336781;False;False;4.999999999992724;True;False;19.818399638667415;False;False;0.99;True;False;0.98;True;False;0.08585504503966844;False;False;148.49092750247448;False;False;False;False;0x000001624E9E2348;False;m;0x000001624E9E2AC8;False;m;-58594.426610720446;False;61095.14731542299;False;2500.720704702544;False;nan;False
