label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
district heating pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;15.136269426575753;False;False;0.743979818093487;False;False;1.0099496381933215;False;False;0x00000259FC0C4288;True;nan;0x00000259FC0C48C8;False;nan;0.011631939676592007;False
evaporator reciculation pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;7.867984696127815;False;False;0.7518709784038777;False;False;1.0101010101010106;False;False;0x00000259FC0C1288;True;nan;0x00000259FAB94788;False;nan;0.006757356369713199;False
