label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;-63698.39587769397;False;False;0.650000000000961;True;False;1.0020030040050059;False;False;0;False;False;0x0000018DD2101DC8;False;nan;0x0000018DD20A5648;False;m;-61.34748534157094;False
compressor 1;compressor;['total compressor power'];[None];[-38787345.951085925];['0x0000018DD20D58C8'];['eta_s'];['eta_s_char'];nan;False;False;-38787345.951085925;False;False;0.8500000000000019;True;False;4.99048597934474;False;False;0;False;False;0x0000018DD2101C48;False;nan;0x0000018DD20A5688;False;m;-11195.268942689978;False
compressor 2;compressor;['total compressor power'];[None];[-18099087.995457713];['0x0000018DD20D58C8'];['eta_s'];['eta_s_char'];nan;False;False;-18099087.995457713;False;False;0.8999999999999966;True;False;3.0;True;False;0;False;False;0x0000018DD2101D08;False;nan;0x0000018DD20A58C8;False;m;-4305.110965501406;False
