label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;[];[];[];[];['pr1', 'ttd_l'];['zeta1', 'kA'];nan;False;False;76907032.13914075;False;False;-3006786.101742485;False;False;25.57781948458914;False;False;73.88179933035781;False;False;5.000000000000114;True;False;0.999;True;False;0.9899999999999999;True;False;0.00011303999341802793;False;False;3.9394015583614093;False;False;0x0000018DD20E6748;False;m;0x0000018DD20E6548;False;m;248963.15408044765;False;-284489.0041258466;False;-35525.850045398955;False;nan;False
superheater;heat_exchanger;[];[];[];[];['pr1', 'pr2', 'ttd_u'];['zeta1', 'zeta2', 'kA'];nan;False;False;21548252.32916777;False;False;-1081977.9745027868;False;False;19.91561088761541;False;False;2.0000000000013074;True;False;73.88179933035781;False;False;0.9990000000000001;True;False;0.99;True;False;9.912824051805728e-05;False;False;1.2451210053149508;False;False;0x0000018DD20A57C8;False;m;0x0000018DD20A5248;False;m;60593.87248928641;False;-69371.39654891944;False;-8777.524059633026;False;nan;False
intercooler;heat_exchanger;[];[];[];[];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;55363179.3167689;False;False;nan;False;False;nan;False;False;227.69426524869772;False;False;-38.15991785279948;False;False;0.99;True;False;0.9990000000000001;True;False;23.39480120592106;False;False;0.00015612836408325395;False;False;0x0000018DD20A5A48;False;m;0x0000018DD20A5A88;False;m;132569.42149803965;False;-166286.19477490967;False;-33716.77327687002;False;nan;False
