label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
district heating pump;pump;['total compressor power'];[None];[-20517.415873515445];['0x0000018DD20D58C8'];['eta_s'];['eta_s_char'];nan;False;False;-20517.415873515445;False;False;0.8000000023040857;True;False;1.0203040506070808;False;False;0x0000018DD20A5148;False;nan;0x0000018DD20A5288;False;nan;-12.317169206304877;False
evaporator reciculation pump;pump;['total compressor power'];[None];[-943.4860431768312];['0x0000018DD20D58C8'];['eta_s'];['eta_s_char'];nan;False;False;-943.4860431768312;False;False;0.8000000000092063;True;False;1.0101010101010102;False;False;0x0000018DD20A5388;False;nan;0x0000018DD20A5208;False;nan;-0.698006009131939;False
