label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;fuel;fuel_set;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;P;P_set;P_var;Q1;Q1_set;Q1_var;Q2;Q2_set;Q2_var;Qloss;Qloss_set;Qloss_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;tiP_char;tiP_char_set;tiP_char_method;tiP_char_param;Q1_char;Q1_char_set;Q1_char_method;Q1_char_param;Q2_char;Q2_char_set;Q2_char_method;Q2_char_param;Qloss_char;Qloss_char_set;Qloss_char_method;Qloss_char_param;S;S_set
internal combustion engine;combustion_engine;['power', 'heat', 'ti'];['P', 'Q', 'TI'];[-85451398.26993693, -30653747.052106414, 179447936.36686757];['0x7f23f0bbb390', '0x7f23f0bbb5c0', '0x7f23f0bbbb70'];['pr1'];['zeta1'];nan;False;False;nan;False;0.9999999999999999;True;False;179447936.36686757;False;False;85451398.26993693;True;True;15326873.526053207;False;False;15326873.526053207;False;False;25208162.489631396;True;True;0.98;True;False;0.98;False;False;376.530230845762;False;False;376.530230845762;False;False;0x7f23f0bbbd30;False;default;nan;0x7f23f0bbba90;False;default;nan;0x7f23f0bbba90;False;default;nan;0x7f23f0bb4cc0;False;QLOSS;nan;nan;False
