label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_method;eta_s_char_param;flow_char;flow_char_set;flow_char_method;flow_char_param;Sirr;Sirr_set
cooling water pump;pump;['power'];[None];[27024.30716292528];['0x7f23f0bbb358'];['eta_s'];['eta_s_char'];nan;False;False;27024.30716292528;False;False;0.7999999996885006;True;False;1.0411265822521234;False;False;0x7f23f0b5db38;False;default;m;0x7f23f0b5dd68;False;default;nan;16.223361636382045;False
