label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_method;kA_char1_param;kA_char2;kA_char2_set;kA_char2_method;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
flue gas cooler;heat_exchanger;['heat'];[None];[-34346252.9478936];['0x7f23f0bbb898'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-34346252.9478936;False;False;345165.4094337947;False;False;99.50664814366768;False;False;434.9010008296602;False;False;5.830731811060446;False;False;0.99;True;False;0.99;True;False;0.19485460721591438;False;False;45.703578665996936;False;False;0x7f23f0b5df98;False;default;m;0x7f23f0bb4240;False;default;m;-62283.13772550883;False;96716.33724449977;False;34433.199518990936;False;nan;False
