label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;3786788.8716387027;False;False;0.49690379706442556;False;False;1.005;True;False;0;False;False;0x000001FA44C31F88;False;nan;0x000001FA44C24C88;True;m;6397.571650175226;False
compressor 1;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;890197.5653761694;False;False;0.76058368035794;False;False;1.3879372725107806;False;False;0;False;False;0x000001FA44BD1408;False;nan;0x000001FA45CA1108;True;m;661.4113845515452;False
compressor 2;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;5052823.976659592;False;False;0.7605836803579454;False;False;4.999999999999997;True;False;0;False;False;0x000001FA44C2E8C8;False;nan;0x000001FA45CA1108;True;m;2663.122025576266;False
