;WOZ;Global;Direkt;Diffus
320185;2016-08-10 02:00:00;0.0;0.0;0.0
320186;2016-08-10 03:00:00;0.0;0.0;0.0
320187;2016-08-10 04:00:00;0.0;0.0;0.0
320188;2016-08-10 05:00:00;22.22222222222222;2.777777777777775;19.444444444444446
320189;2016-08-10 06:00:00;97.22222222222223;44.44444444444445;52.77777777777778
320190;2016-08-10 07:00:00;180.55555555555557;75.00000000000001;105.55555555555556
320191;2016-08-10 08:00:00;352.77777777777777;244.44444444444443;108.33333333333334
320192;2016-08-10 09:00:00;222.22222222222223;94.44444444444444;127.77777777777779
320193;2016-08-10 10:00:00;366.6666666666667;125.0;241.66666666666669
320194;2016-08-10 11:00:00;758.3333333333334;627.7777777777778;130.55555555555557
320195;2016-08-10 12:00:00;619.4444444444445;436.1111111111111;183.33333333333334
320196;2016-08-10 13:00:00;566.6666666666667;369.4444444444445;197.22222222222223
320197;2016-08-10 14:00:00;472.22222222222223;194.44444444444446;277.77777777777777
320198;2016-08-10 15:00:00;472.22222222222223;308.33333333333337;163.88888888888889
320199;2016-08-10 16:00:00;427.77777777777777;283.3333333333333;144.44444444444446
320200;2016-08-10 17:00:00;297.22222222222223;188.88888888888889;108.33333333333334
320201;2016-08-10 18:00:00;236.11111111111111;172.22222222222223;63.88888888888889
320202;2016-08-10 19:00:00;77.77777777777779;36.111111111111114;41.66666666666667
320203;2016-08-10 20:00:00;8.333333333333334;2.7777777777777786;5.555555555555555
320204;2016-08-10 21:00:00;0.0;0.0;0.0
320205;2016-08-10 22:00:00;0.0;0.0;0.0
320206;2016-08-10 23:00:00;0.0;0.0;0.0
320207;2016-08-11 00:00:00;0.0;0.0;0.0
320208;2016-08-11 01:00:00;0.0;0.0;0.0
320209;2016-08-11 02:00:00;0.0;0.0;0.0
320210;2016-08-11 03:00:00;0.0;0.0;0.0
320211;2016-08-11 04:00:00;0.0;0.0;0.0
320212;2016-08-11 05:00:00;13.88888888888889;2.7777777777777786;11.11111111111111
320213;2016-08-11 06:00:00;47.22222222222222;2.7777777777777786;44.44444444444444
320214;2016-08-11 07:00:00;230.55555555555557;172.22222222222223;58.333333333333336
320215;2016-08-11 08:00:00;350.0;191.66666666666666;158.33333333333334
320216;2016-08-11 09:00:00;244.44444444444446;16.666666666666657;227.7777777777778
320217;2016-08-11 10:00:00;297.22222222222223;16.666666666666686;280.55555555555554
320218;2016-08-11 11:00:00;247.22222222222223;16.666666666666657;230.55555555555557
320219;2016-08-11 12:00:00;250.0;5.555555555555543;244.44444444444446
320220;2016-08-11 13:00:00;375.0;27.77777777777777;347.22222222222223
320221;2016-08-11 14:00:00;355.55555555555554;27.77777777777777;327.77777777777777
320222;2016-08-11 15:00:00;161.11111111111111;2.7777777777777715;158.33333333333334
320223;2016-08-11 16:00:00;113.8888888888889;2.7777777777777857;111.11111111111111
320224;2016-08-11 17:00:00;50.0;2.7777777777777786;47.22222222222222
320225;2016-08-11 18:00:00;27.77777777777778;0.0;27.77777777777778
320226;2016-08-11 19:00:00;5.555555555555555;0.0;5.555555555555555
320227;2016-08-11 20:00:00;2.7777777777777777;0.0;2.7777777777777777
320228;2016-08-11 21:00:00;0.0;0.0;0.0
320229;2016-08-11 22:00:00;0.0;0.0;0.0
320230;2016-08-11 23:00:00;0.0;0.0;0.0
320231;2016-08-12 00:00:00;0.0;0.0;0.0
320232;2016-08-12 01:00:00;0.0;0.0;0.0
320233;2016-08-12 02:00:00;0.0;0.0;0.0
320234;2016-08-12 03:00:00;0.0;0.0;0.0
320235;2016-08-12 04:00:00;0.0;0.0;0.0
320236;2016-08-12 05:00:00;5.555555555555555;2.7777777777777777;2.7777777777777777
