label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;kA_char;kA_char_set;kA_char_param;Tamb;Tamb_set;Tamb_var;dissipative;dissipative_set;hydro_group;kA_group;kA_char_group
consumer;HeatExchangerSimple;[];[];[];[];[];[];[];nan;False;False;-4201303.956608123;False;False;0.99;True;False;19368.08262241915;False;False;1;False;False;1;False;False;0.0001;False;False;1;False;False;0x000001C048B13C48;False;m;1;False;False;True;False;default;default;default
