label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param
flue gas cooler;HeatExchanger;['heat'];[None];[-2028107.548822828];['0x000001C048A679C8'];['component'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA_char'];nan;False;False;-2028107.548822828;False;False;9804.046863716318;False;False;206.8643262333463;False;False;428.1461262128016;False;False;79.28381938890368;False;False;0.99;True;False;0.99;True;False;34.624235449755965;False;False;19458.810680359962;False;False;0x000001C048A29C88;False;m;0x000001C048A70B08;False;m
