label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;dp_char;dp_char_set;dp_char_param;Sirr;Sirr_set
valve;valve;[];[];[];[];[];[];[];nan;False;False;0.10997356661778752;False;False;67251.37920792382;False;False;0x000002DCE87F6108;False;m;982.7813705502648;False
