label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
district heating pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;15.136269454417416;False;False;0.7439798139975192;False;False;1.0099496381930846;False;False;0x0000027014368288;True;nan;0x0000027012F87F48;False;nan;0.01163193989590619;False
evaporator reciculation pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;8.620763392054467;False;False;0.7542279809878066;False;False;1.0101010101010102;False;False;0x0000027013120C08;True;nan;0x000002701315AB48;False;nan;0.007269305367732077;False
