label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;Tamb;Tamb_set;Tamb_var;kA_char;kA_char_set;kA_char_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group
consumer;heat_exchanger_simple;[];[];[];[];['pr'];['zeta'];nan;False;False;-140000.00000000003;True;False;0.9950745651075839;False;False;4802189.048753074;True;False;1;False;False;1;False;False;0.0001;False;False;1;False;False;1;False;False;0x0000027012F877C8;False;m;-402.3445258686044;False;nan;False;nan;False;default;default
