label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char;kA_char_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set
preheater;condenser;[];[];[];[];[];['pr2', 'ttd_u', 'ttd_l'];['zeta2', 'kA_char'];nan;False;False;-16999209.16324767;False;False;825071.9748185481;False;False;20.603304538353978;False;False;2.5776746443874003;False;False;70.85053111648398;False;False;0.9900000000000004;True;False;0.9931011959520992;False;False;948.2955342791529;False;False;17564.040979701353;True;False;False;False;nan;True;0x0000022FA1C58288;False;m;0x0000022FA1C58DC8;False;m;-38460.25763486892;False;42356.83709036694;False;3896.579455498024;False
condenser;condenser;['heat'];[None];[-156053105.72938433];['0x0000022FA1AC9E08'];['component'];['pr2', 'ttd_u'];['zeta2', 'kA_char'];nan;False;False;-113302398.9718193;False;False;5190442.528598911;False;False;21.829044122448597;False;False;8.8856515239371;False;False;43.614720682483835;False;False;0.9900000000000023;True;False;0.9931212362943298;False;False;0.33483473568678;False;False;13.895125036460326;True;False;False;False;nan;True;0x0000022FA1C588C8;False;m;0x0000022FA1C58F08;False;m;-308695.82798470603;False;332902.2958614897;False;24206.46787678369;False
