label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;dp_char;dp_char_set;dp_char_param
mp valve;Valve;[];[];[];[];[];['pr'];[];nan;False;False;1.0000000000000002;True;False;-2.0095154853272426e-14;False;False;0x000001530ECEAD48;False;m
