label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param
flue gas cooler;HeatExchanger;['heat'];[None];[-36216206.228979245];['0x0000025C431B0408'];['component'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA_char'];nan;False;False;-36216206.228979245;False;False;175072.2654235503;False;False;206.86432623329455;False;False;428.14612621280423;False;False;79.2838193888486;False;False;0.99;True;False;0.99;True;False;0.10858160237043708;False;False;61.02283029334797;False;False;0x0000025C42027F88;False;m;0x0000025C431B2DC8;False;m
