label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;P;P_set;P_var;Q1;Q1_set;Q1_var;Q2;Q2_set;Q2_var;Qloss;Qloss_set;Qloss_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;tiP_char;tiP_char_set;tiP_char_param;Q1_char;Q1_char_set;Q1_char_param;Q2_char;Q2_char_set;Q2_char_param;Qloss_char;Qloss_char_set;Qloss_char_param;S;S_set
internal combustion engine;combustion_engine;['power', 'heat', 'ti', 'ice_power'];['P', 'Q', 'TI', 'P'];[-107118885.29151699, -38426465.57821147, 224949659.1121857, -107118885.29151699];['0x00000173B484FA08', '0x00000173B8972DC8', '0x00000173B8B95848', '0x00000173B484F948'];['component', 'component', 'component', 'component'];['pr1'];['zeta1'];nan;False;False;1.0000000000000022;True;False;224949659.1121857;False;False;107118885.29151699;True;True;19213232.789105736;False;False;19213232.789105736;False;False;31600071.16099751;True;True;0.98;True;False;0.98;False;False;504.0012576797806;False;False;504.0012576797806;False;False;0x00000173B89D7908;False;nan;0x00000173B89D73C8;False;nan;0x00000173B89D7A88;False;nan;0x00000173B89D7E48;False;nan;nan;False
