label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char;kA_char_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set
flue gas cooler;heat_exchanger;['heat'];[None];[-36573534.4217885];['0x00000173B8972D08'];['component'];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA_char'];nan;False;False;-36573534.4217885;False;False;174898.1034548752;False;False;209.11338487569535;False;False;434.9010008296633;False;False;79.47437638200972;False;False;0.99;True;False;0.99;True;False;0.11000066455298589;False;False;61.02622107292456;False;False;nan;False;0x00000173B89D74C8;False;m;0x00000173B89D7108;False;m;-61334.13190523218;False;103524.54759049087;False;42190.41568525869;False
