label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;P;P_set;P_var;Q1;Q1_set;Q1_var;Q2;Q2_set;Q2_var;Qloss;Qloss_set;Qloss_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;tiP_char;tiP_char_set;tiP_char_param;Q1_char;Q1_char_set;Q1_char_param;Q2_char;Q2_char_set;Q2_char_param;Qloss_char;Qloss_char_set;Qloss_char_param;eta_mech;eta_mech_set;T_v_inner;T_v_inner_set
internal combustion engine;CombustionEngine;['power', 'heat', 'ti', 'ice_power'];['P', 'Q', 'TI', 'P'];[108114985.1701036, -38783793.77102076, 227041468.85721755, 108114985.1701036];['0x0000025C431A8F88', '0x0000025C431B0408', '0x0000025C3FBE49C8', '0x0000025C431A8188'];['component', 'component', 'component', 'component'];['pr1'];['zeta1'];nan;False;False;1.0;True;False;227041468.85721755;False;False;-108114985.1701036;True;True;-19391896.88551038;False;False;-19391896.88551038;False;False;-31893920.625180557;True;True;0.98;True;False;0.98;False;False;503.9729264354518;False;False;503.9729264354518;False;False;0x0000025C431B2888;False;nan;0x0000025C431B2808;False;nan;0x0000025C431B2AC8;False;nan;0x0000025C431B2448;False;nan;0.85;False;791.2961262128016;False
