label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param
cooling water pump;Pump;['power'];[None];[23284.939489667267];['0x0000025C4319C908'];['component'];['eta_s'];['eta_s_char'];nan;False;False;23284.939489667267;False;False;0.7999999992342642;True;False;1.0411265822521234;False;False;0x0000025C3FC72F48;False;m;0x0000025C43221748;False;v
