label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
compressor 1;compressor;['total compressor power'];[None];[19510002.298195247];['0x000001F99DC08388'];['eta_s'];['eta_s_char'];nan;False;False;19510002.298195247;False;False;0.8999999999999957;True;False;4.658428720080046;False;False;0;False;False;0x000001F99DCC0608;False;nan;0x000001F99DCC0908;False;m;4864.528830497527;False
compressor 2;compressor;['total compressor power'];[None];[13577101.667005911];['0x000001F99DC0CC88'];['eta_s'];['eta_s_char'];nan;False;False;13577101.667005911;False;False;0.9000000000000026;True;False;3.0;True;False;0;False;False;0x000001F99DCC0348;False;nan;0x000001F99DCC0408;False;m;3229.4958332166857;False
