label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
district heating pump;pump;['total compressor power'];[None];[11493.937692691869];['0x000001F99DC1F088'];['eta_s'];['eta_s_char'];nan;False;False;11493.937692691869;False;False;0.7999999981774061;True;False;1.0203040506070808;False;False;0x000001F99DCC05C8;False;nan;0x000001F99DCC0708;False;nan;7.113656189581442;False
evaporator reciculation pump;pump;['total compressor power'];[None];[761.1331621791218];['0x000001F99DC1F248'];['eta_s'];['eta_s_char'];nan;False;False;761.1331621791218;False;False;0.8000000000214018;True;False;1.0101010101010102;False;False;0x000001F99DCC00C8;False;nan;0x000001F99DCC0108;False;nan;0.5593486363549222;False
pump;pump;['total compressor power'];[None];[30721.698912717937];['0x000001F99DC1FF48'];['eta_s'];['eta_s_char'];nan;False;False;30721.698912717937;False;False;0.7499999761006754;True;False;1.0412328196584757;False;False;0x000001F99DCC0048;False;nan;0x000001F99DCC0AC8;False;nan;27.317874238116907;False
