plant;parameter;unit;value
GuD;Q_N;MW;75.0
GuD;Q_in;MW;446.4770915328053
GuD;P_max_woDH;MW;245.93160290026708
GuD;P_min_woDH;MW;96.36900144682932
GuD;Eta_el_max_woDH;-;0.5508269238539355
GuD;Eta_el_min_woDH;-;0.46939266423262876
GuD;H_L_FG_share_max;-;0.11429937309994143
GuD;Q_CW_min;MW;73.71161220719748
GuD;beta;-;0.23341833626543748
