label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;['total compressor power'];[None];[318381.27102153935];['0x00000241F0600BC8'];['eta_s'];['eta_s_char'];nan;False;False;318381.27102153935;False;False;0.6500000000003201;True;False;1.0020030040050059;False;False;0;False;False;0x00000241F0621CC8;False;nan;0x00000241F0635408;False;m;386.4396005434063;False
compressor 1;compressor;['total compressor power'];[None];[3256650.7406409695];['0x00000241F05F9888'];['eta_s'];['eta_s_char'];nan;False;False;3256650.7406409695;False;False;0.8499999999999984;True;False;4.052968874134733;False;False;0;False;False;0x00000241F0621DC8;False;nan;0x00000241F0635488;False;m;1218.11713855965;False
compressor 2;compressor;['total compressor power'];[None];[2324197.7625754373];['0x00000241F05F9DC8'];['eta_s'];['eta_s_char'];nan;False;False;2324197.7625754373;False;False;0.8999999999999944;True;False;3.0000000000000004;True;False;0;False;False;0x00000241F0621B48;False;nan;0x00000241F0635608;False;m;559.3339693978411;False
