label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;kA_char;kA_char_set;kA_char_param;Tamb;Tamb_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group;kA_char_group
steam generator;heat_exchanger_simple;[];[];[];[];[];[];[];nan;False;False;229553105.7293843;False;False;0.95;True;False;5092.303373761116;False;False;1;False;False;1;False;False;0.0001;False;False;1;False;False;0x000002279C2D8A08;False;m;nan;False;389889.1719246051;False;nan;False;nan;False;default;default;default
