label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
pump;pump;['power'];[None];[1142154.0798142988];['0x000002279C1462C8'];['component'];['eta_s'];['eta_s_char'];nan;False;False;1142154.0798142988;False;False;0.800000000000129;True;False;0x000002279C2D8DC8;False;nan;98.64668620639347;False;False;0x000002279C2D8EC8;False;nan;607.6442174331638;False
