label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char;kA_char_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set
preheater;condenser;[];[];[];[];[];['pr2', 'ttd_u', 'ttd_l'];['zeta2', 'kA_char'];nan;False;False;-25445102.10357083;False;False;972240.6199513214;False;False;26.17160976553811;False;False;4.99999999980281;True;False;76.33620244848908;False;False;0.99;True;False;0.99;True;False;777.5774626896654;False;False;17564.04097970175;False;False;False;False;nan;False;0x000002279C2D8548;False;m;0x000002279C2D8C48;False;m;-55939.18565728332;False;61887.17243779212;False;5947.9867805088;False
condenser;condenser;['heat'];[None];[-156053105.72938433];['0x000002279C14A208'];['component'];['pr2', 'ttd_u'];['zeta2', 'kA_char'];nan;False;False;-156053105.72938433;False;False;5740107.830804685;False;False;27.186441497129124;False;False;12.000000000001478;True;False;51.71515707496974;False;False;0.99;True;False;0.99;True;False;0.2973334279691641;False;False;13.895125036460346;False;False;False;False;nan;False;0x000002279C2D8688;False;m;0x000002279C2D8D88;False;m;-415975.0739099664;False;455285.1434126893;False;39310.06950272288;False
