;Q_BHKW_1;Q_EHK_1;Q_GuD_1;Q_ab_HP_1;Q_ab_LT-HP_1;Q_ab_LT-HP_2;Q_SLK_1;Q_HT_EC;Q_HT_TES;Q_demand;Q_LT_EC;Q_zu_LT-HP_1;Q_zu_LT-HP_2;Q_LT_TES;Q_Sol;Q_ab_TES_1;Status_ab_TES_1;Q_zu_TES_1;Status_zu_TES_1;Q_ab_TES_1;Status_ab_TES_1;Speicherstand_TES_1;P_BHKW_1;P_zu_EHK_1;P_zu_HP_1;Status_HP_1;P_zu_LT-HP_1;P_zu_LT-HP_2;P_spot_market;P_GuD_1;P_source;Q_HT_node;Q_zu_TES_1;Status_zu_TES_1;Q_LT_node
2016-01-02 18:00:00;74.6506540790437;0.0;75.07189041599196;66.33059211529144;0.0;0.0;70.94686338967293;2.842170943040401e-14;0.0;287.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13239.81565211581;103.28079178875443;0.0;38.10234042;1.0;0.0;0.0;198.52948515385413;133.3510337850997;0.0;0.0;0.0;0.0;0.0
2016-01-02 19:00:00;46.06136985726262;0.0;75.07189041599196;66.33059211529144;90.53614761145404;0.0;0.0;5.684341886080802e-14;0.0;278.0;0.0;64.64971223348655;0.0;0.0;0.0;64.64971223348655;1.0;0.0;0.0;64.64971223348655;1.0;13173.841958317113;51.381358670000004;0.0;38.10234042;1.0;25.88643537796748;0.0;120.74361665713224;133.3510337850997;0.0;0.0;0.0;0.0;0.0
2016-01-02 20:00:00;0.0;20.48000482110626;57.71806337775885;67.35745218975852;0.0;117.4444796113764;0.0;2.842170943040401e-14;0.0;263.0;0.0;0.0;85.0;0.0;0.0;85.0;1.0;0.0;0.0;85.0;1.0;13087.524574121282;0.0;20.686873556672992;37.65458128;1.0;0.0;32.44447961137639;0.0;90.78593444804937;0.0;0.0;0.0;0.0;0.0
2016-01-02 21:00:00;0.0;24.235966438002922;59.16686822922936;66.84818674241137;113.74897859035634;0.0;0.0;0.0;0.0;264.0;0.0;81.77971100380748;0.0;0.0;0.0;81.77971100380748;1.0;0.0;0.0;81.77971100380748;1.0;13004.436110660063;0.0;24.48077417980093;37.88949053;1.0;31.969267586548863;0.0;3.552713678800501e-15;94.3395322963498;0.0;0.0;0.0;0.0;0.0
2016-01-02 22:00:00;0.0;75.0;71.67642781736782;66.84818674241137;40.475385440220805;0.0;0.0;0.0;0.0;254.0;0.0;29.099736675346307;0.0;0.0;0.0;29.099736675346307;1.0;0.0;0.0;29.099736675346307;1.0;12974.03593037365;0.0;75.75757575757576;37.88949053;1.0;11.375648764874498;0.0;0.0;125.02271505245027;0.0;0.0;0.0;0.0;0.0
2016-01-02 23:00:00;0.0;75.0;70.65782618891397;67.35745218975852;0.0;32.98472162132751;0.0;0.0;0.0;246.0;0.0;0.0;23.872568102734856;0.0;0.0;23.872568102734856;1.0;0.0;0.0;23.872568102734856;1.0;12948.865958677878;0.0;75.75757575757576;37.65458128;1.0;0.0;9.112153518592653;0.0;122.5243105561684;1.4210854715202004e-14;0.0;0.0;0.0;0.0
2016-01-03 00:00:00;0.0;75.0;70.35414300851569;67.35745218975852;0.0;30.28840480172579;0.0;2.842170943040401e-14;0.0;242.99999999999997;0.0;0.0;21.921118954809597;0.0;0.0;21.921118954809597;1.0;0.0;0.0;21.921118954809597;1.0;12925.6499531272;0.0;75.75757575757576;37.65458128;1.0;0.0;8.367285846916193;0.0;121.77944288449196;0.0;0.0;0.0;0.0;0.0
2016-01-03 01:00:00;0.0;75.0;71.04498937262797;66.33059211529144;33.624418512080624;0.0;0.0;2.842170943040401e-14;0.0;246.0;0.0;24.010398478113668;0.0;0.0;0.0;24.010398478113668;1.0;0.0;0.0;24.010398478113668;1.0;12900.346989653774;0.0;75.75757575757576;38.10234042;1.0;9.614020033966954;0.0;0.0;123.47393621154272;0.0;0.0;0.0;0.0;0.0
2016-01-03 02:00:00;0.0;75.0;71.02537879778511;65.79843478873313;32.17618641348175;0.0;0.0;0.0;0.0;244.0;0.0;22.816871532060222;0.0;0.0;0.0;22.816871532060222;1.0;0.0;0.0;22.816871532060222;1.0;12876.24008342275;0.0;75.75757575757576;38.30894517;1.0;9.35931488142153;0.0;0.0;123.42583580899729;0.0;0.0;0.0;0.0;0.0
2016-01-03 03:00:00;0.0;75.0;71.326035168383;65.25297635888818;33.42098847272884;0.0;0.0;1.4210854715202004e-14;0.0;245.0;0.0;23.531156734589576;0.0;0.0;0.0;23.531156734589576;1.0;0.0;0.0;23.531156734589576;1.0;12851.421302679819;0.0;75.75757575757576;38.51587189;1.0;9.889831738139264;0.0;1.4210854715202004e-14;124.16327938571504;0.0;0.0;0.0;0.0;0.0
2016-01-03 04:00:00;0.0;75.0;71.326035168383;65.25297635888818;33.42098847272884;0.0;0.0;1.4210854715202004e-14;0.0;245.0;0.0;23.531156734589576;0.0;0.0;0.0;23.531156734589576;1.0;0.0;0.0;23.531156734589576;1.0;12826.60500381496;0.0;75.75757575757576;38.51587189;1.0;9.889831738139264;0.0;1.4210854715202004e-14;124.16327938571504;0.0;0.0;0.0;0.0;0.0
2016-01-03 05:00:00;0.0;75.0;72.29494970759747;65.25297635888818;0.0;41.45207393351437;0.0;1.4210854715202004e-14;0.0;254.0;0.0;0.0;29.18570913901155;0.0;0.0;29.18570913901155;1.0;0.0;0.0;29.18570913901155;1.0;12796.136634175567;0.0;75.75757575757576;38.51587189;1.0;0.0;12.266364794502824;0.0;126.53981244207858;0.0;0.0;0.0;0.0;0.0
2016-01-03 06:00:00;0.0;75.0;73.37152141783577;65.25297635888818;0.0;50.375502223276065;0.0;7.105427357601002e-15;0.0;264.0;0.0;0.0;35.46854514392485;0.0;0.0;35.46854514392485;1.0;0.0;0.0;35.46854514392485;1.0;12759.388475368225;0.0;75.75757575757576;38.51587189;1.0;0.0;14.906957079351221;0.0;129.18040472692698;0.0;0.0;0.0;0.0;0.0
2016-01-03 07:00:00;0.0;75.0;74.9126899436301;64.69748035740898;61.3898296989609;0.0;0.0;0.0;0.0;276.0;0.0;42.90837180755383;0.0;0.0;0.0;42.90837180755383;1.0;0.0;0.0;42.90837180755383;1.0;12715.204164713134;0.0;75.75757575757576;38.72151659;1.0;18.48145789140707;0.0;1.4210854715202004e-14;132.96055023898285;0.0;0.0;0.0;0.0;0.0
2016-01-03 08:00:00;0.0;74.3445577634063;75.07189041599196;64.69748035740898;64.88607146319276;0.0;0.0;0.0;0.0;279.0;0.0;45.35206716042264;0.0;0.0;0.0;45.35206716042264;1.0;0.0;0.0;45.35206716042264;1.0;12668.580577136243;0.0;75.0955128923296;38.72151659;1.0;19.53400430277012;0.0;0.0;133.3510337850997;0.0;0.0;0.0;0.0;0.0
2016-01-03 09:00:00;0.0;70.35700097832836;75.07189041599196;65.25297635888818;0.0;80.3181322467915;0.0;0.0;0.0;291.0;0.0;0.0;56.55064810757905;0.0;0.0;56.55064810757905;1.0;0.0;0.0;56.55064810757905;1.0;12610.76307097095;0.0;71.06767775588723;38.51587189;1.0;0.0;23.76748413921247;0.0;133.3510337850997;0.0;0.0;0.0;0.0;0.0
2016-01-03 10:00:00;0.0;59.908728696468025;75.07189041599196;64.69748035740898;0.0;113.321900530131;0.0;0.0;0.0;313.0;0.0;0.0;79.20625070520101;0.0;0.0;79.20625070520101;1.0;0.0;0.0;79.20625070520101;1.0;12530.29574395865;0.0;60.51386737016973;38.72151659;1.0;0.0;34.11564982492998;0.0;133.3510337850997;0.0;0.0;0.0;0.0;0.0
2016-01-03 11:00:00;0.0;55.18287632844632;75.07189041599196;63.553371156259615;123.48208756545695;0.0;5.709774533845156;0.0;0.0;323.0;0.0;85.0;0.0;0.0;0.0;85.0;1.0;0.0;0.0;85.0;1.0;12444.042714384253;0.0;55.74027911964275;39.1286671;1.0;38.48208756545695;0.0;0.0;133.3510337850997;0.0;0.0;0.0;0.0;0.0
2016-01-03 12:00:00;0.0;55.18287632844632;75.07189041599196;63.553371156259615;0.0;123.48208756545695;0.709774533845156;0.0;0.0;318.0;0.0;0.0;85.0;0.0;0.0;85.0;1.0;0.0;0.0;85.0;1.0;12357.798310112816;0.0;55.74027911964275;39.1286671;1.0;0.0;38.48208756545695;0.0;133.3510337850997;0.0;0.0;0.0;0.0;0.0
2016-01-03 13:00:00;0.0;58.96380296226532;75.07189041599196;64.13122201318765;0.0;113.83308460855508;0.0;2.842170943040401e-14;0.0;312.0;0.0;0.0;78.96725013503651;0.0;0.0;78.96725013503651;1.0;0.0;0.0;78.96725013503651;1.0;12277.595280146768;0.0;59.559396931581134;38.92580238;1.0;0.0;34.865834473518575;0.0;133.3510337850997;0.0;0.0;0.0;0.0;0.0
