;H_source;P_spot_market;P_source
2016-01-01 00:00:00;302.98743195947327;98.21441007509969;0.0
2016-01-01 01:00:00;258.1878319;60.412745375769916;0.0
2016-01-01 02:00:00;258.1878319;53.69463950588815;0.0
2016-01-01 03:00:00;129.1113245293257;0.0;0.0
2016-01-01 04:00:00;131.56077020215983;0.0;0.0
2016-01-01 05:00:00;136.61634253897742;0.0;0.0
2016-01-01 06:00:00;148.6384882983986;0.0;0.0
2016-01-01 07:00:00;147.88032435915733;0.0;0.0
2016-01-01 08:00:00;143.71042269333026;3.552713678800501e-15;0.0
2016-01-01 09:00:00;142.1709189218129;1.4210854715202004e-14;0.0
2016-01-01 10:00:00;258.1878319;77.04758358085485;0.0
2016-01-01 11:00:00;378.9158700844839;137.82689184443637;0.0
2016-01-01 12:00:00;484.870496304613;200.14164818385413;0.0
2016-01-01 13:00:00;479.18867812279484;200.14164818385413;0.0
2016-01-01 14:00:00;343.41510462727274;94.70447986671263;0.0
2016-01-01 15:00:00;335.6943942626032;97.3165720450997;0.0
2016-01-01 16:00:00;456.15803679430866;188.89768033000567;0.0
2016-01-01 17:00:00;480.40568052732624;200.59736383385413;0.0
2016-01-01 18:00:00;479.2693168909626;200.59736383385413;0.0
2016-01-01 19:00:00;478.6384978;201.59812553830838;0.0
2016-01-01 20:00:00;480.97386234550805;200.59736383385413;0.0
2016-01-01 21:00:00;478.7011350727808;200.59736383385413;0.0
2016-01-01 22:00:00;478.6384978;200.59736383385413;0.0
2016-01-01 23:00:00;258.1878319;89.93076788270902;0.0
2016-01-02 00:00:00;228.05020550657562;77.1678037405783;1.4210854715202004e-14
2016-01-02 01:00:00;120.91197772392813;0.0;0.0
2016-01-02 02:00:00;162.38048576227143;0.0;0.0
2016-01-02 03:00:00;119.21410867672805;1.7763568394002505e-15;0.0
2016-01-02 04:00:00;124.77313621834347;0.0;0.0
2016-01-02 05:00:00;127.13065450269829;3.552713678800501e-15;0.0
2016-01-02 06:00:00;132.94823095391524;0.0;0.0
2016-01-02 07:00:00;138.52918575331822;0.0;7.105427357601002e-15
2016-01-02 08:00:00;138.52918575331822;0.0;7.105427357601002e-15
2016-01-02 09:00:00;156.61909556180635;2.6645352591003757e-15;0.0
2016-01-02 10:00:00;187.25595123246774;7.105427357601002e-15;0.0
2016-01-02 11:00:00;258.1878319;59.953815031866945;0.0
2016-01-02 12:00:00;258.1878319;63.99421907227099;0.0
2016-01-02 13:00:00;195.0315501060121;0.0;0.0
2016-01-02 14:00:00;175.27860972861427;0.0;0.0
2016-01-02 15:00:00;196.67497469405833;3.552713678800501e-15;0.0
2016-01-02 16:00:00;196.03198018172662;0.0;0.0
2016-01-02 17:00:00;555.2626668483556;198.74233504385413;0.0
2016-01-02 18:00:00;559.2599334700828;198.52948515385413;0.0
2016-01-02 19:00:00;378.9158700844839;120.74361665713224;0.0
2016-01-02 20:00:00;189.06035416617442;0.0;0.0
2016-01-02 21:00:00;194.8315437078263;3.552713678800501e-15;0.0
2016-01-02 22:00:00;244.66229861761195;0.0;0.0
2016-01-02 23:00:00;240.60478662124075;0.0;1.4210854715202004e-14
2016-01-03 00:00:00;239.39509078614515;0.0;0.0
2016-01-03 01:00:00;242.14701787101532;0.0;0.0
2016-01-03 02:00:00;242.0689008324618;0.0;0.0
2016-01-03 03:00:00;243.26653963099585;1.4210854715202004e-14;0.0
2016-01-03 04:00:00;243.26653963099585;1.4210854715202004e-14;0.0
2016-01-03 05:00:00;247.1261273800246;0.0;0.0
2016-01-03 06:00:00;251.4145582122788;0.0;0.0
2016-01-03 07:00:00;257.55367050815465;1.4210854715202004e-14;0.0
2016-01-03 08:00:00;258.1878319;0.0;0.0
2016-01-03 09:00:00;258.1878319;0.0;0.0
2016-01-03 10:00:00;258.1878319;0.0;0.0
2016-01-03 11:00:00;264.6762120520968;0.0;0.0
2016-01-03 12:00:00;258.9943938702786;0.0;0.0
2016-01-03 13:00:00;258.1878319;0.0;0.0
2016-01-03 14:00:00;258.1878319;0.0;0.0
2016-01-03 15:00:00;258.1878319;0.0;0.0
2016-01-03 16:00:00;258.1878319;0.0;0.0
2016-01-03 17:00:00;258.1878319;0.05998568262828741;0.0
2016-01-03 18:00:00;478.6384978;167.33861131632943;0.0
2016-01-03 19:00:00;478.6384978;167.95118954160398;0.0
2016-01-03 20:00:00;382.1332348629258;107.12163778964275;0.0
2016-01-03 21:00:00;258.1878319;2.7472717746693647;0.0
2016-01-03 22:00:00;258.1878319;43.25121624558976;0.0
2016-01-03 23:00:00;247.55497046325002;0.0;0.0
2016-01-04 00:00:00;247.55497046325002;0.0;0.0
2016-01-04 01:00:00;247.55497046325002;0.0;0.0
2016-01-04 02:00:00;247.1261273800246;0.0;0.0
2016-01-04 03:00:00;251.89256134399432;1.4210854715202004e-14;0.0
2016-01-04 04:00:00;258.1878319;0.0;0.0
2016-01-04 05:00:00;258.1878319;0.0;0.0
2016-01-04 06:00:00;261.6921919897467;0.0;0.0
2016-01-04 07:00:00;563.8657705272727;185.53937920387585;0.0
2016-01-04 08:00:00;563.8657705272727;183.23591218320254;0.0
2016-01-04 09:00:00;563.8657705272727;178.95804485909497;0.0
2016-01-04 10:00:00;563.8657705272727;177.87614819210557;0.0
2016-01-04 11:00:00;563.8657705272727;184.85068895726226;0.0
2016-01-04 12:00:00;563.8657705272727;188.86319568562038;1.4210854715202004e-14
2016-01-04 13:00:00;563.8657705272727;186.09659789250412;0.0
2016-01-04 14:00:00;563.8657705272727;179.287111576334;0.0
