label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
district heating pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;10.247845716296473;False;False;0.6920190998353202;False;False;1.0073100607040426;False;False;0x000001DAB59E2848;True;nan;0x000001DAB59E2A08;False;nan;0.009473612596437845;False
evaporator reciculation pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;7.247225234411139;False;False;0.706549720766479;False;False;1.0101010101010115;False;False;0x000001DAB59F8488;True;nan;0x000001DAB59F8548;False;nan;0.007353311221330194;False
