id;source;source_id;target;target_id;design;offdesign;design_path;local_design;local_offdesign;label;m;m_unit;m_unit_set;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p_unit_set;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h_unit_set;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T_unit_set;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x_unit_set;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v_unit_set;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;Td_bp;Td_bp_unit;Td_bp_unit_set;Td_bp0;Td_bp_set;Td_bp_ref;Td_bp_ref_f;Td_bp_ref_d;Td_bp_ref_set;state;state_set;water;water0;water_set;balance
0x0000022FA1A94688;cycle closer;out1;high pressure turbine;in1;['p'];[];nan;False;False;cycle closer:out1_high pressure turbine:in1;49.969577431913926;kg / s;False;49.969577431913926;True;nan;nan;nan;False;60.81669295610277;bar;False;60.81669295610277;False;nan;nan;nan;False;3540.5063096830168;kJ / kg;False;3540.5063096830168;False;nan;nan;nan;False;550.0000000884717;C;False;550.0000000884717;True;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;3.006659931970306;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;True;False
0x0000022FA1A94D08;high pressure turbine;out1;extraction splitter;in1;['p'];[];nan;False;False;high pressure turbine:out1_extraction splitter:in1;49.96957743191752;kg / s;False;49.96957743191752;False;nan;nan;nan;False;6.135148050754564;bar;False;6.135148050754564;False;nan;nan;nan;False;2952.296977300726;kJ / kg;False;2952.296977300726;False;nan;nan;nan;False;247.7328352938831;C;False;247.7328352938831;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;19.148731503074668;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1A9C3C8;extraction splitter;out1;preheater;in1;[];[];nan;False;False;extraction splitter:out1_preheater:in1;6.829461378444414;kg / s;False;6.829461378444414;False;nan;nan;nan;False;6.135148050754564;bar;False;6.135148050754564;False;nan;nan;nan;False;2952.296977300726;kJ / kg;False;2952.296977300726;False;nan;nan;nan;False;247.7328352938831;C;False;247.7328352938831;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;2.6171028247062753;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1A9CA48;extraction splitter;out2;low pressure turbine;in1;[];[];nan;False;False;extraction splitter:out2_low pressure turbine:in1;43.14011605347317;kg / s;False;43.14011605347317;False;nan;nan;nan;False;6.135148050754564;bar;False;6.135148050754564;False;nan;nan;nan;False;2952.296977300726;kJ / kg;False;2952.296977300726;False;nan;nan;nan;False;247.7328352938831;C;False;247.7328352938831;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;16.531628678368417;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA19325C8;preheater;out1;valve;in1;[];[];nan;False;False;preheater:out1_valve:in1;6.829461378444416;kg / s;False;6.829461378444416;False;nan;nan;nan;False;6.073796570247022;bar;False;6.073796570247022;False;nan;nan;nan;False;672.6775332061941;kJ / kg;False;672.6775332061941;False;nan;nan;nan;False;159.304786377141;C;False;159.304786377141;False;nan;nan;nan;False;0.00010731789467894092;-;False;nan;False;nan;nan;nan;False;0.007748207489306422;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1AB53C8;valve;out1;waste steam merge;in2;[];[];nan;False;False;valve:out1_waste steam merge:in2;6.829461378444414;kg / s;False;6.829461378444414;False;nan;nan;nan;False;0.7711608658860867;bar;False;0.7711608658860867;False;nan;nan;nan;False;672.6775332061941;kJ / kg;False;672.6775332061941;False;nan;nan;nan;False;92.50048064540363;C;False;92.50048064540363;False;nan;nan;nan;False;0.1252686587331757;-;False;nan;False;nan;nan;nan;False;1.8541268309360674;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1AB5988;low pressure turbine;out1;waste steam merge;in1;[];[];nan;False;False;low pressure turbine:out1_waste steam merge:in1;43.140116053477;kg / s;False;43.140116053477;False;nan;nan;nan;False;0.7711608658860867;bar;False;0.7711608658860867;False;nan;nan;nan;False;2601.525189869118;kJ / kg;False;2601.525189869118;False;nan;nan;nan;False;92.50048064540363;C;False;92.50048064540363;False;nan;nan;nan;False;0.9727319165756398;-;False;nan;False;nan;nan;nan;False;90.64342546246704;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1AB5F48;waste steam merge;out1;condenser;in1;[];[];nan;False;False;waste steam merge:out1_condenser:in1;49.96957743192142;kg / s;False;49.96957743192142;False;nan;nan;nan;False;0.7711608658860868;bar;False;0.7711608658860868;False;nan;nan;nan;False;2338.2773338906477;kJ / kg;False;2338.2773338906477;False;nan;nan;nan;False;92.50048064540363;C;False;92.50048064540363;False;nan;nan;nan;False;0.857070690103494;-;False;nan;False;nan;nan;nan;False;92.51520185082622;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1AB5108;condenser;out1;pump;in1;[];[];nan;False;False;condenser:out1_pump:in1;49.96957743192145;kg / s;False;49.96957743192145;False;nan;nan;nan;False;0.7634492572272279;bar;False;0.7634492572272279;False;nan;nan;nan;False;386.44993974999187;kJ / kg;False;386.44993974999187;False;nan;nan;nan;False;92.23188674734143;C;False;92.23188674734143;False;nan;nan;nan;False;7.789037299107407e-06;-;False;nan;False;nan;nan;nan;False;0.052695450825059664;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
0x0000022FA1ABCB48;pump;out1;preheater;in2;[];[];nan;False;False;pump:out1_preheater:in2;49.96957743192143;kg / s;False;49.96957743192143;False;nan;nan;nan;False;64.39777118743909;bar;False;64.39777118743909;False;nan;nan;nan;False;396.022252406261;kJ / kg;False;396.022252406261;False;nan;nan;nan;False;93.35100490965351;C;False;93.35100490965351;False;nan;nan;nan;False;-1.0;-;False;nan;False;nan;nan;nan;False;0.05173210477857248;m3 / s;False;nan;False;nan;nan;nan;False;nan;C;False;nan;False;nan;nan;nan;False;nan;False;1;1;False;False
