label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;30294.31097389872;False;False;0.49690379706464743;False;False;1.005;True;False;0;False;False;0x000002701315AA88;False;nan;0x000002701303B348;True;m;51.180573191008186;False
compressor 1;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;11071.133967179798;False;False;0.7872917695465574;False;False;1.5004741954301617;False;False;0;False;False;0x00000270144FD5C8;False;nan;0x0000027011B23608;True;m;7.19167181289908;False
compressor 2;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;51031.66457972486;False;False;0.7872917695465899;False;False;5.000000000000003;True;False;0;False;False;0x0000027011A2B308;False;nan;0x0000027011B23608;True;m;23.711444297794046;False
