id;source;source_id;target;target_id;label;design;offdesign;design_path;local_design;local_offdesign;m;m_unit;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;Td_bp;Td_bp_unit;Td_bp0;Td_bp_set;Td_bp_ref;Td_bp_ref_f;Td_bp_ref_d;Td_bp_ref_set;state;state_set;NH3;NH30;NH3_set;air;air0;air_set;water;water0;water_set;balance
0x000001313F12FA48;coolant cycle closer;out1;condenser;in1;coolant cycle closer:out1_condenser:in1;[];[];nan;False;False;74.60659530449209;kg / s;74.60659530449209;False;nan;nan;nan;False;56.64150658932925;bar;56.64150658932925;False;nan;nan;nan;False;1837.0770745797668;kJ / kg;1837.0770745797668;False;nan;nan;nan;False;150.01280126020987;C;nan;False;nan;nan;nan;False;-1.0;-;nan;False;nan;nan;nan;False;2.241032765628546;m3 / s;nan;False;nan;nan;nan;False;nan;C;nan;False;nan;nan;nan;False;nan;False;1;1;True;0;0;True;0;0;True;False
0x0000013139D50888;consumer back flow;out1;district heating pump;in1;consumer back flow:out1_district heating pump:in1;[];[];nan;False;False;447.63347030555155;kg / s;447.63347030555155;False;nan;nan;nan;False;10.0;bar;10.0;True;nan;nan;nan;False;210.1933637049459;kJ / kg;210.1933637049459;False;nan;nan;nan;False;50.00000000001535;C;nan;True;nan;nan;nan;False;-1.0;-;nan;False;nan;nan;nan;False;0.4528746466235361;m3 / s;nan;False;nan;nan;nan;False;nan;C;nan;False;nan;nan;nan;False;nan;False;0;0;True;0;0;True;1;1;True;False
0x000001313E4B1A48;district heating pump;out1;condenser;in2;district heating pump:out1_condenser:in2;[];[];nan;False;False;447.63347030555155;kg / s;447.63347030555155;False;nan;nan;nan;False;10.20304050607081;bar;10.20304050607081;False;nan;nan;nan;False;210.21904082345685;kJ / kg;210.21904082345685;False;nan;nan;nan;False;50.001955701674774;C;nan;False;nan;nan;nan;False;-1.0;-;nan;False;nan;nan;nan;False;0.4528710000973263;m3 / s;nan;False;nan;nan;nan;False;nan;C;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x000001313F0D55C8;condenser;out2;consumer;in1;condenser:out2_consumer:in1;[];[];nan;False;False;447.63347030555155;kg / s;447.63347030555155;False;nan;nan;nan;False;10.1010101010101;bar;10.1010101010101;False;nan;nan;nan;False;377.7668337729105;kJ / kg;377.7668337729105;False;nan;nan;nan;False;90.00000000000182;C;nan;True;nan;nan;nan;False;-1.0;-;nan;False;nan;nan;nan;False;0.46352054598876613;m3 / s;nan;False;nan;nan;nan;False;nan;C;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x000001313F0D5A48;consumer;out1;consumer feed flow;in1;consumer:out1_consumer feed flow:in1;[];[];nan;False;False;447.63347030555155;kg / s;447.63347030555155;False;nan;nan;nan;False;10.0;bar;10.0;False;0x0000013139D50888;1.0;0.0;True;210.1933637049459;kJ / kg;210.1933637049459;False;0x0000013139D50888;1.0;0.0;True;50.00000000001535;C;nan;False;nan;nan;nan;False;-1.0;-;nan;False;nan;nan;nan;False;0.4528746466235361;m3 / s;nan;False;nan;nan;nan;False;nan;C;nan;False;nan;nan;nan;False;nan;False;0;0;False;0;0;False;1;1;False;False
0x000001313E452288;condenser;out1;valve;in1;condenser:out1_valve:in1;[];[];nan;False;False;74.60659530449209;kg / s;74.60659530449209;False;nan;nan;nan;False;56.075091523435965;bar;56.075091523435965;False;nan;nan;nan;False;831.80401937731;kJ / kg;831.80401937731;False;nan;nan;nan;False;94.50032731717226;C;nan;False;nan;nan;nan;False;-1.3978517426590883e-15;-;nan;False;nan;nan;nan;False;0.15819753608409706;m3 / s;nan;False;nan;nan;nan;False;nan;C;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x000001313E7DFB08;valve;out1;drum;in1;valve:out1_drum:in1;[];[];nan;False;False;74.60659530449209;kg / s;74.60659530449209;False;nan;nan;nan;False;4.134108469615946;bar;4.134108469615946;False;nan;nan;nan;False;831.80401937731;kJ / kg;831.80401937731;False;nan;nan;nan;False;-1.0011778115206198;C;nan;False;nan;nan;nan;False;0.3878507679775353;-;nan;False;nan;nan;nan;False;8.747840531662039;m3 / s;nan;False;nan;nan;nan;False;nan;C;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x000001313E598548;drum;out1;evaporator reciculation pump;in1;drum:out1_evaporator reciculation pump:in1;[];[];nan;False;False;93.25824413061511;kg / s;93.25824413061511;False;nan;nan;nan;False;4.134108469615946;bar;4.134108469615946;False;nan;nan;nan;False;341.0521499082863;kJ / kg;341.0521499082863;False;nan;nan;nan;False;-1.0011778115206198;C;nan;False;nan;nan;nan;False;-1.1395640026516684e-15;-;nan;False;nan;nan;nan;False;0.14571647830928264;m3 / s;nan;False;nan;nan;nan;False;nan;C;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x000001313E56DD88;evaporator reciculation pump;out1;evaporator;in2;evaporator reciculation pump:out1_evaporator:in2;[];[];nan;False;False;93.25824413061511;kg / s;93.25824413061511;False;0x000001313E7DFB08;1.25;0.0;True;4.175867141026208;bar;4.175867141026208;False;nan;nan;nan;False;341.06030591372706;kJ / kg;341.06030591372706;False;nan;nan;nan;False;-0.9999999999999432;C;nan;False;nan;nan;nan;False;-1.0;-;nan;False;nan;nan;nan;False;0.1457161783845841;m3 / s;nan;False;nan;nan;nan;False;nan;C;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
0x000001313B857448;evaporator;out2;drum;in2;evaporator:out2_drum:in2;[];[];nan;False;False;93.25824413061511;kg / s;93.25824413061511;False;nan;nan;nan;False;4.134108469615946;bar;4.134108469615946;False;nan;nan;nan;False;960.6995087634863;kJ / kg;960.6995087634863;False;nan;nan;nan;False;-1.0011778115206198;C;nan;False;nan;nan;nan;False;0.48971938561797074;-;nan;False;nan;nan;nan;False;13.768542872676225;m3 / s;nan;False;nan;nan;nan;False;nan;C;nan;False;nan;nan;nan;False;nan;False;1;1;False;0;0;False;0;0;False;False
