label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;30106.73010062239;False;False;0.5000000000003568;True;False;1.005;True;False;0;False;False;0x000001FA44A6E248;False;nan;0x000001FA44AAA5C8;False;m;52.67838884997856;False
compressor 1;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;26206.006478491774;False;False;0.7999999999999924;True;False;2.3472718660414875;False;False;0;False;False;0x000001FA44ABB448;False;nan;0x000001FA44A98E48;False;m;14.934491212665083;False
compressor 2;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;56293.811308450735;False;False;0.8000000000000016;True;False;5.0;True;False;0;False;False;0x000001FA44AF8308;False;nan;0x000001FA44A98E48;False;m;24.4116512417613;False
