label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
district heating pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;41.03483185458652;False;False;0.7999999979027721;True;False;1.0203040506070808;False;False;0x000001B53D278E88;False;nan;0x000001B53D29B0C8;False;nan;0.024634338894242377;False
evaporator reciculation pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;6.8402496810914934;False;False;0.7999999999612796;True;False;1.0101010101010102;False;False;0x000001B53D29CA88;False;nan;0x000001B53D29CBC8;False;nan;0.0049361392475030805;False
