label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;dp_char;dp_char_set;dp_char_param;Sirr;Sirr_set
valve;valve;[];[];[];[];[];[];nan;False;False;0.08870950121409765;False;False;4359787385.960008;False;False;0x000001B53D29B888;False;m;45.639823857936776;False
