label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;19995.943631088117;False;False;0.7327445720003664;False;False;1.005;True;False;0;False;False;0x000001DAB59F8948;False;nan;0x000001DAB59FBEC8;True;m;17.95395182112416;False
compressor 1;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;16088.791215571642;False;False;0.8041027292084887;False;False;1.6293512053179604;False;False;0;False;False;0x000001DAB59F0448;False;nan;0x000001DAB5940F08;True;m;9.461889563570207;False
compressor 2;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;61804.76455592702;False;False;0.8041027292084946;False;False;4.999999999999998;True;False;0;False;False;0x000001DAB59F0A08;False;nan;0x000001DAB5940F08;True;m;26.23745268927922;False
