label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map_eta_s;char_map_eta_s_set;char_map_eta_s_param;char_map_eta_s_group;char_map_pr;char_map_pr_set;char_map_pr_param;char_map_pr_group
compressor;Compressor;['total compressor power'];[None];[39467761.37580399];['0x000001AAB9F82848'];['component'];['eta_s'];['eta_s_char'];nan;False;False;39467761.37580399;False;False;0.8500000000000048;True;False;0x000001AABB6FB988;False;m;3.1797662444734542;False;False;0;False;False;0x000001AABB6FBB08;False;nan;default;0x000001AABB6FBA88;False;nan;default
