label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;subcooling;subcooling_set
condenser;Condenser;['total delivered heat'];[None];[-200000000.00000006];['0x000002D4063A4748'];['component'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-200000000.00000006;False;False;11068885.089433514;False;False;18.068667113630294;False;False;4.999999999999886;True;False;44.498371615497035;False;False;0.9900000000000001;True;False;0.99;True;False;109.60362905186615;False;False;8.630347328360475;False;False;0x000002D4031AE2C8;False;m;0x000002D4031AECC8;False;m;False;True
