m_unit;p_unit;p_min;p_max;h_unit;h_min;h_max;T_unit;T_min;T_max;fluids
kg / s;bar;1.0;100.0;kJ / kg;10.0;4000.0;C;10.0;1500.0;['Ar', 'CH4', 'CO2', 'H2O', 'N2', 'O2']
