label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
feed water pump 1;pump;['power output'];[None];[45028.06727987272];['0x000001402490ADC8'];['eta_s'];['eta_s_char'];cet_design_maxQ;False;True;69756.32963602763;False;False;0.008977165240214906;False;False;173.41577388320567;False;False;0x000001402866C1C8;True;m;0x0000014028738B48;False;nan;135.85598171734162;False
feed water pump 2;pump;['power output'];[None];[583012.8543570759];['0x0000014028651108'];['eta_s'];['eta_s_char'];nan;False;False;583012.8543570759;False;False;0.8000000000013878;True;False;2380.3980766011073;False;False;0x000001402866CFC8;False;m;0x0000014028751548;False;nan;377.70540258532156;False
