label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char;kA_char_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set
preheater;condenser;[];[];[];[];[];['pr2', 'ttd_u', 'ttd_l'];['zeta2', 'kA_char'];nan;False;False;-21346533.22459563;False;False;890487.4352940946;False;False;23.971739946612125;False;False;3.426055271011762;False;False;78.49725287058607;False;False;0.9900000000000002;True;False;0.9920937035097421;False;False;734.6001617930353;False;False;17564.040979701684;True;False;False;False;nan;True;0x0000022FA1C58288;False;m;0x0000022FA1C58DC8;False;m;-47865.07066654099;False;53188.74909897603;False;5323.678432435045;False
condenser;condenser;['heat'];[None];[-156053105.72938433];['0x0000022FA1AC9E08'];['component'];['pr2', 'ttd_u'];['zeta2', 'kA_char'];nan;False;False;-126345187.4872671;False;False;5666111.456097449;False;False;22.29839431614141;False;False;10.641383354473135;False;False;40.375908462905215;False;False;0.9900000000000032;True;False;0.9883673153200825;False;False;0.2084649891840259;False;False;13.89512503646031;True;False;False;False;nan;True;0x0000022FA1C588C8;False;m;0x0000022FA1C58F08;False;m;-347301.14777089504;False;373906.95126341225;False;26605.80349251721;False
