label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;kA_char;kA_char_set;kA_char_param;Tamb;Tamb_set;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;hydro_group;kA_group;kA_char_group
steam generator;heat_exchanger_simple;[];[];[];[];[];[];[];nan;False;False;187286069.02422842;False;False;0.9499999999999997;True;False;5124.437114645281;False;False;1;False;False;1;False;False;0.0001;False;False;1;False;False;0x0000022FA0549408;False;m;nan;False;324732.29770705465;False;nan;False;nan;False;default;default;default
