label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;15514.91068616345;False;False;0.7898060916645515;False;False;1.005;True;False;0;False;False;0x000001DAB59F8948;False;nan;0x000001DAB59FBEC8;True;m;10.956990001978891;False
compressor 1;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;12317.32325978637;False;False;0.7871064260754388;False;False;1.5663274608357771;False;False;0;False;False;0x000001DAB59F0448;False;nan;0x000001DAB5940F08;True;m;7.933199248930096;False
compressor 2;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;51060.363455651845;False;False;0.7871064260754368;False;False;4.999999999999998;True;False;0;False;False;0x000001DAB59F0A08;False;nan;0x000001DAB5940F08;True;m;23.717138815457275;False
