label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;eta_s_char;eta_s_char_set;eta_s_char_param;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
district heating pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;30.1754559926559;False;False;0.7931081945785499;False;False;1.0164466832656256;False;False;0x000001DAB59E2848;True;nan;0x000001DAB59E2A08;False;nan;0.018739401711977133;False
evaporator reciculation pump;pump;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;9.382951684247875;False;False;0.7965558349740017;False;False;1.0101010101010115;False;False;0x000001DAB59F8488;True;nan;0x000001DAB59F8548;False;nan;0.006620100210973644;False
