label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param
superheater;HeatExchanger;[];[];[];[];[];['pr1', 'pr2', 'ttd_u'];['zeta1', 'zeta2', 'kA_char'];nan;False;False;-98614527.97517273;False;False;949815.6685029953;False;False;103.82491176482603;False;False;49.99999999996555;True;False;186.89642512116995;False;False;0.99;True;False;0.9800000000000001;True;False;0.001459555979960602;False;False;1492.031555379289;False;False;0x000001531091E408;False;m;0x000001531091E6C8;False;m
evaporator;HeatExchanger;[];[];[];[];[];['pr1', 'ttd_l'];['zeta1', 'kA_char'];nan;False;False;-115208431.1304287;False;False;1542695.5514910081;False;False;74.67995290391568;False;False;186.89642512116995;False;False;19.99999999978388;True;False;0.99;True;False;1.0;False;False;0.0017383156440404371;False;False;0.0;False;False;0x000001531091E308;False;m;0x000001531091EDC8;False;m
economizer;HeatExchanger;[];[];[];[];[];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA_char'];nan;False;False;-138983332.78439388;False;False;2677700.132202232;False;False;51.90399444395189;False;False;21.392273161044045;False;False;102.93898239163912;False;False;0.9900000000000001;True;False;1.0;True;False;0.002322498730270573;False;False;0.0;False;False;0x000001531091E288;False;m;0x000001531091EEC8;False;m
