label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;lamb;lamb_set;lamb_var;ti;ti_set;ti_var
combustion;CombustionChamber;['heat input'];[None];[273195843.94599694];['0x000001C6874A0C48'];['component'];[];[];nan;False;False;2.5000000000000013;True;False;273195843.94599694;False;False
