label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;lamb;lamb_set;lamb_var;ti;ti_set;ti_var;S;S_set
combustion;combustion_chamber;['heat input'];[None];[272724072.1663827];['0x0000022388AB0A48'];['component'];[];[];nan;False;False;2.5000000000000027;True;False;272724072.1663827;False;False;nan;False
