label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map;char_map_set;char_map_param;eta_s_char;eta_s_char_set;eta_s_char_param;Sirr;Sirr_set
fan;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;30294.31097389872;False;False;0.49690379706464743;False;False;1.005;True;False;0;False;False;0x000002701315AA88;False;nan;0x000002701303B348;True;m;51.180573191008186;False
compressor 1;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;13350.331148143772;False;False;0.800170334993902;False;False;1.5611447759826642;False;False;0;False;False;0x00000270144FD5C8;False;nan;0x0000027011B23608;True;m;8.082914807961187;False
compressor 2;compressor;[];[];[];[];['eta_s'];['eta_s_char'];nan;False;False;56223.23744550339;False;False;0.8001703349939225;False;False;5.0000000000000036;True;False;0;False;False;0x0000027011A2B308;False;nan;0x0000027011B23608;True;m;24.44205803809447;False
