label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
evaporator;heat_exchanger;[];[];[];[];['pr1', 'ttd_l'];['zeta1', 'kA'];nan;False;False;-136868.2788326916;False;False;19594.767602229313;True;False;6.9849401437718495;False;False;9.145844728017494;False;False;5.194589488687484;False;False;0.999041083054202;False;False;0.9899999999999999;True;False;1.9125203416743073;True;False;1242362.5798321704;False;False;0x0000027011A60188;False;m;0x0000027011A60848;False;m;-453.08770311394704;False;474.0261878134011;False;20.93848469945408;False;nan;False
superheater;heat_exchanger;[];[];[];[];['pr1', 'pr2', 'ttd_u'];['zeta1', 'zeta2', 'kA'];nan;False;False;-3486.7712783246325;False;False;699.482503856472;True;False;4.984786980519085;False;False;2.330447172907327;False;False;9.145844728017494;False;False;0.9990408850758988;False;False;0.9954125247655241;False;False;1.903417350754976;True;False;803328.816561581;True;False;0x00000270144A0648;False;m;0x0000027011AC72C8;False;m;-2.2705604048265458;False;12.287038132713308;False;10.016477727886762;False;nan;False
intercooler;heat_exchanger;[];[];[];[];['pr1', 'pr2'];['zeta1', 'zeta2', 'kA'];nan;False;False;-9980.216300572209;False;False;512.7150939223218;True;False;19.465423231882166;False;False;26.05509253379597;False;False;14.093240592660777;False;False;0.9808076095352715;False;False;0.9990543242383437;False;False;7336546.646094491;True;False;1736.2924543060155;True;False;0x0000027011A2BE48;False;m;0x0000027011A2BF08;False;m;-29.49180044857887;False;33.307953757308404;False;3.8161533087295325;False;nan;False
