label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;['total delivered heat'];[None];[-199999999.99999997];['0x0000027F95BD4488'];['pr2', 'ttd_u'];['zeta2', 'kA'];nan;False;False;-199999999.99999997;False;False;11068901.754566617;False;False;18.068639909780337;False;False;4.9999999999983515;True;False;44.49827149220647;False;False;0.9899999999999999;True;False;0.99;True;False;109.6039358251259;False;False;8.630347328334963;False;False;False;False;0x0000027F93526088;False;m;0x0000027F935262C8;False;m;-535401.2287949249;False;583499.2583257969;False;48098.02953087201;False;nan;False
