label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;dp_char;dp_char_set;dp_char_param;Sirr;Sirr_set
valve;valve;[];[];[];[];[];[];nan;False;False;0.3178316256036752;False;False;10946.679713422383;False;False;0x0000027F93526D08;False;m;16638.928261388675;False
